,513260_amont,159740_amont,513010_amont,513180_amont,513380_amont,513580_amont,513130_amont,159741_amont,513890_amont,159742_amont,etfs_amont,index_amt,etf_chg_amt_pct,etf_chg_amt_pct_lag1
2022-02-14,,0.0,0.0,38760000.0,,0.0,3375000.0,0.0,0.0,0.0,42135000.0,1496878694.8077977,0.004051872678410043,0.004579545558639111
2022-02-15,,0.0,0.0,173056000.0,,0.0,53760000.0,0.0,0.0,2708000.0,229524000.0,1334155261.6104336,0.02796978555578311,0.004051872678410043
2022-02-16,,0.0,0.0,0.0,,0.0,6810000.000000001,0.0,0.0,688000.0,7498000.000000001,1413613536.6500216,0.0007135793208691246,0.02796978555578311
2022-02-17,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1424199647.5778885,0.0,0.0007135793208691246
2022-02-18,,0.0,0.0,6147000.0,,0.0,0.0,0.0,0.0,0.0,6147000.0,3084713611.2753825,0.0005610763455751993,0.0
2022-02-21,,0.0,3285000.0,248724000.0,,3942000.0,69536000.0,0.0,0.0,0.0,325487000.0,3882285200.7118196,0.02615494209666247,0.0005610763455751993
2022-02-22,,10863000.0,43452000.0,218240000.0,,13377000.0,137376000.0,3150000.0,0.0,8359000.0,434817000.0,3026861779.4325233,0.026818300916085433,0.02615494209666247
2022-02-23,,29295000.0,6510000.0,79544000.0,,1300000.0,0.0,6410000.0,926000.0,6530000.0,130515000.0,2189325724.835445,0.008567856596189824,0.026818300916085433
2022-02-24,,3768000.0,24414000.0,265016000.0,,9390000.0,113568000.0,0.0,0.0,0.0,416156000.0,3144080439.4159393,0.021381660834471027,0.008567856596189824
2022-02-25,,14467000.0,0.0,63327000.0,,0.0,6230000.0,3720000.0,1796000.0,13882000.0,103422000.0,2273584811.8693743,0.007932969129605708,0.021381660834471027
2022-02-28,,1242000.0,12420000.0,333477000.0,,4340000.0,35169000.0,0.0,0.0,0.0,386648000.0,2582783021.0446987,0.024809667598836436,0.007932969129605708
2022-03-01,,5056000.0,0.0,59502000.0,,8216000.0,0.0,0.0,0.0,3810000.0,76584000.0,1816699199.01021,0.006637839599365225,0.024809667598836436
2022-03-02,,619000.0,32032000.0,24640000.0,,0.0,93176000.0,0.0,0.0,1860000.0,152327000.0,1906239591.6956732,0.01121559383031051,0.006637839599365225
2022-03-03,,7248000.0,109686000.0,124435000.0,,62212000.0,103113000.0,2388000.0,0.0,9105000.0,418187000.0,1924611222.4857635,0.02699384847638555,0.01121559383031051
2022-03-04,,12201000.0,80759000.0,284690000.0,,0.0,88858000.0,11460000.0,0.0,9328000.0,487296000.0,3777891417.7787495,0.019371661388699796,0.02699384847638555
2022-03-07,,18513000.0,94860000.00000001,374976000.00000006,,5580000.000000001,86180000.00000001,3300000.0000000005,0.0,12880000.000000002,596289000.0000001,3616955736.076048,0.0234471485809623,0.019371661388699796
2022-03-08,,17754000.0,5896000.0,161100000.0,,0.0,106465000.0,6877000.0,773000.0,5400000.0,304265000.0,2918268758.282106,0.015020401099823673,0.0234471485809623
2022-03-09,,18122000.0,42560000.0,160800000.0,,8512000.0,106000000.0,3144000.0,0.0,7532000.000000001,346670000.0,2918660303.239285,0.016056586333299074,0.015020401099823673
2022-03-10,,10203000.0,0.0,161700000.0,,5907000.0,46719000.0,1590000.0,0.0,3780000.0000000005,229899000.0,2260265128.3604794,0.014682929837485415,0.016056586333299074
2022-03-11,,1545000.0,152515000.0,156300000.0,,5160000.0,224378000.0,1527000.0,0.0,1038000.0,542463000.0,4033395682.306285,0.024867273250817105,0.014682929837485415
2022-03-14,,26125000.0,93378000.0,144600000.0,,29388000.0,350760000.0,7504000.0,689000.0,3824000.0,656268000.0,4726424193.827149,0.026792946416649983,0.024867273250817105
2022-03-15,,36022000.0,206928000.0,131700000.0,,44290000.0,413760000.0,12412000.0,1896000.0,22672000.0,869680000.0,6317462020.790807,0.027683574648551184,0.026792946416649983
2022-03-16,,46746000.0,10925000.0,193200000.0,,0.0,8058000.0,15543000.0,0.0,27360000.0,301832000.0,7503508443.102661,0.007890544710122103,0.027683574648551184
2022-03-17,,525000.0,0.0,-4248000.0,,0.0,0.0,5180000.0,0.0,0.0,1457000.0,6904965236.281705,3.730043421443842e-05,0.007890544710122103
2022-03-18,,0.0,0.0,547000.0,,0.0,4384000.0,0.0,0.0,12673000.000000002,17604000.0,3666068131.0133824,0.0006988832941108189,3.730043421443842e-05
2022-03-21,,3246000.0,-5410000.0,2160000.0,,0.0,-541000.0,0.0,0.0,0.0,-545000.0,2983431480.93376,-3.2494740948056326e-05,0.0006988832941108189
2022-03-22,,553000.0,-22200000.000000004,0.0,,0.0,-2770000.0000000005,0.0,0.0,0.0,-24417000.000000004,2860549901.598839,-0.0014375271539778594,-3.2494740948056326e-05
2022-03-23,,0.0,-48472000.0,-2905000.0,,-20335000.0,-172854000.0,-575000.0,0.0,-4087999.9999999995,-249229000.0,4305844693.772846,-0.011127582335709325,-0.0014375271539778594
2022-03-24,,567000.0,0.0,0.0,,0.0,567000.0,-3360000.0000000005,0.0,-3419999.9999999995,-5646000.0,3111737803.3829246,-0.0003114592823957745,-0.011127582335709325
2022-03-25,,0.0,-35644000.0,0.0,,0.0,0.0,0.0,0.0,1072000.0,-34572000.0,3084046900.602332,-0.0017275839321465429,-0.0003114592823957745
2022-03-28,,1088000.0,-4896000.0,0.0,,0.0,-5450000.0,0.0,0.0,-3282000.0000000005,-12540000.0,2916736460.2211637,-0.0008675679710461466,-0.0017275839321465429
2022-03-29,,557000.0,-13975000.000000002,-22320000.000000004,,-11160000.000000002,-4456000.0,0.0,0.0,0.0,-51354000.00000001,2717838459.295739,-0.004199982564797446,-0.0008675679710461466
2022-03-30,,565000.0,0.0,-16980000.0,,0.0,-11319999.999999998,0.0,0.0,0.0,-27735000.0,3079352069.618755,-0.001609727833153925,-0.004199982564797446
2022-03-31,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1484739202.8856654,0.0,-0.001609727833153925
2022-04-01,,0.0,0.0,0.0,,0.0,546000.0,0.0,0.0,0.0,546000.0,1626471831.6911485,5.272335647487062e-05,0.0
2022-04-06,,0.0,0.0,-24166000.000000004,,0.0,-11259999.999999998,0.0,0.0,0.0,-35426000.0,2109008402.377295,-0.002082575080132547,5.272335647487062e-05
2022-04-07,,-1088000.0,0.0,0.0,,0.0,0.0,-1078000.0,0.0,-1100000.0,-3266000.0,1951209387.8449283,-0.00023052380569673378,-0.002082575080132547
2022-04-08,,-536000.0,0.0,0.0,,0.0,0.0,0.0,0.0,1080000.0,544000.0,1777266789.748199,4.6091899540638486e-05,-0.00023052380569673378
2022-04-11,,508000.0,1020000.0,2550000.0,,0.0,0.0,0.0,0.0,0.0,4078000.0,2011069258.3992445,0.0002923705368256863,4.6091899540638486e-05
2022-04-12,,1044000.0,0.0,2615000.0,,0.0,522000.0,0.0,0.0,0.0,4181000.0,2536491818.2194996,0.00029741424151085816,0.0002923705368256863
2022-04-13,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1730553501.5240135,0.0,0.00029741424151085816
2022-04-14,,0.0,0.0,0.0,,0.0,0.0,-2595000.0,0.0,0.0,-2595000.0,1662720735.777803,-0.0002470997339262701,0.0
2022-04-19,,0.0,0.0,0.0,,0.0,-10140000.0,0.0,0.0,0.0,-10140000.0,1693639535.0656304,-0.0009234801066896719,-0.0002470997339262701
2022-04-20,,0.0,0.0,1016000.0,,1014000.0,-10140000.0,0.0,0.0,0.0,-8110000.0,1115203789.9580185,-0.0009007259251701844,-0.0009234801066896719
2022-04-21,,0.0,1476000.0,86275000.0,,2455000.0,-3928000.0,0.0,0.0,-494000.0,85784000.0,2097721699.6012304,0.007485178728412198,-0.0009007259251701844
2022-04-22,,986000.0,0.0,10868000.0,,0.0,-9860000.0,972000.0,0.0,-4960000.0,-1994000.0,1869760470.9567003,-0.00018260952645019594,0.007485178728412198
2022-04-25,,0.0,0.0,70924000.0,,-4760000.0,98592000.0,0.0,0.0,0.0,164756000.0,2012666106.8293607,0.013462992560092313,-0.00018260952645019594
2022-04-26,,2450000.0,0.0,0.0,,0.0,-14760000.0,0.0,0.0,9880000.0,-2430000.0,2153868633.7137127,-0.0001673526786332978,0.013462992560092313
2022-04-27,,0.0,-30060000.0,0.0,,0.0,145290000.0,0.0,2196000.0,0.0,117426000.0,2171527702.522469,0.008538620809243187,-0.0001673526786332978
2022-04-28,,0.0,-20440000.0,27995000.0,,1527000.0,194180000.0,0.0,2944000.0,0.0,206206000.0,1705900913.8615015,0.01836540626051066,0.008538620809243187
2022-04-29,,0.0,0.0,34658000.0,,0.0,50960000.00000001,0.0,-4015000.0000000005,-8992000.0,72611000.0,4886418017.5041895,0.0031216432460497803,0.01836540626051066
2022-05-05,,0.0,0.0,47872000.0,,0.0,34752000.0,0.0,-6966000.0,0.0,75658000.0,2086170816.5528471,0.005686827520183015,0.0031216432460497803
2022-05-06,,0.0,0.0,39140000.0,,515000.0,2060000.0,-2535000.0,-5180000.0,-2072000.0,31928000.0,2220002852.080461,0.002087939522395822,0.005686827520183015
2022-05-10,,0.0,7560000.0,55833000.0,,0.0,16566000.0,0.0,-7220000.0,0.0,72739000.0,2876985236.7159405,0.003879380587018022,0.002087939522395822
2022-05-11,,0.0,5180000.0,26367000.0,,0.0,10836000.0,0.0,-5960000.0,2072000.0,38495000.0,2808240148.0404353,0.0018326143793969598,0.003879380587018022
2022-05-12,,504000.0,2530000.0,78275000.0,-35243974.546,0.0,12550000.0,0.0,-726000.0,1014000.0,58903025.454,2579757297.984223,0.003717903374608901,0.0018326143793969598
2022-05-13,,0.0,0.0,21525000.0,-44704000.0,0.0,-5230000.0,0.0,0.0,6864000.0,-21545000.0,2433595237.9962416,-0.0013793239518724303,0.003717903374608901
2022-05-16,,1569000.0,2630000.0,484575000.0,-39819000.0,0.0,0.0,0.0,0.0,0.0,448955000.0,1765166830.2707403,0.037587342367942075,-0.0013793239518724303
2022-05-17,,0.0,2760000.0,0.0,-32310000.0,0.0,0.0,0.0,0.0,0.0,-29550000.0,2956517446.047068,-0.0015923030113832854,0.037587342367942075
2022-05-18,,0.0,2740000.0,154536000.0,-21280000.0,0.0,6552000.000000001,0.0,-788000.0,2760000.0,144520000.0,2428635756.9907203,0.009829322389620324,-0.0015923030113832854
2022-05-19,,0.0,0.0,106600000.0,-10250000.0,0.0,2132000.0,0.0,-768000.0,6968000.0,104682000.0,3313965314.469981,0.006849379148093187,0.009829322389620324
2022-05-20,,1647000.0000000002,6588000.000000001,37332000.0,-4276000.0,0.0,0.0,0.0,0.0,5520000.0,46811000.0,2288878224.0348754,0.0027699138544556596,0.006849379148093187
2022-05-23,,1074000.0,9630000.0,107000000.0,0.0,0.0,0.0,-3156000.0,0.0,0.0,114548000.0,2002302979.62832,0.008050689326221916,0.0027699138544556596
2022-05-24,,1548000.0,24720000.0,102600000.0,0.0,0.0,153600000.0,0.0,0.0,5200000.0,287668000.0,2019193491.7370923,0.01967062620098839,0.008050689326221916
2022-05-25,,9342000.0,3114000.0,81483000.0,0.0,0.0,0.0,2044000.0,0.0,3661000.0,99644000.0,1867328249.5571973,0.006695109233946147,0.01967062620098839
2022-05-26,,9861000.0,2076000.0,168542000.0,-980000.0,2080000.0,21238000.0,0.0,0.0,10440000.0,213257000.0,1661440769.4579673,0.016499417459488797,0.006695109233946147
2022-05-27,,6444000.0,3228000.0,5918000.0,-3050999.9999999995,540000.0,0.0,0.0,0.0,5410000.0,18489000.0,2565538486.401419,0.0012312439401788856,0.016499417459488797
2022-05-30,,1108000.0,2216000.0,1106000.0,-5255000.0,0.0,2770000.0000000005,0.0,0.0,0.0,1945000.0000000005,2665517472.359423,0.00011036108523021784,0.0012312439401788856
2022-05-31,,0.0,2280000.0,0.0,-5405000.0,0.0,0.0,0.0,0.0,0.0,-3125000.0,5741242826.073524,-0.00010095059129186328,0.00011036108523021784
2022-06-01,,0.0,1700999.9999999998,0.0,-1073000.0,568000.0,0.0,0.0,0.0,1142000.0,2338000.0,2449082565.535188,0.0001534491780136985,-0.00010095059129186328
2022-06-02,,565000.0,1128000.0,0.0,-3204000.0,0.0,1691999.9999999998,-2216000.0,0.0,0.0,-2035000.0000000002,1893305901.488933,-0.00013919243928460972,0.0001534491780136985
2022-06-06,,0.0,26587999.999999996,0.0,-2196000.0,0.0,4052999.9999999995,0.0,0.0,0.0,28444999.999999996,3178516249.2630076,0.001442485624611859,-0.00013919243928460972
2022-06-07,,0.0,0.0,0.0,-557000.0,0.0,0.0,0.0,0.0,0.0,-557000.0,3234957349.033601,-2.67369928532058e-05,0.001442485624611859
2022-06-08,,1224000.0,0.0,0.0,-1738500.0,0.0,0.0,0.0,0.0,0.0,-514500.0,5034748833.10226,-1.8901433508949374e-05,-2.67369928532058e-05
2022-06-09,,0.0,0.0,0.0,-1138000.0,0.0,2404000.0,-1180000.0,0.0,0.0,86000.0,4479800168.145514,3.362197987534523e-06,-1.8901433508949374e-05
2022-06-10,,0.0,0.0,0.0,-583000.0,0.0,0.0,0.0,0.0,0.0,-583000.0,4917713761.764848,-1.6106885062802623e-05,3.362197987534523e-06
2022-06-13,,0.0,0.0,0.0,2268000.0,0.0,0.0,-3522000.0,0.0,0.0,-1254000.0,3421647871.2988243,-5.300559124585946e-05,-1.6106885062802623e-05
2022-06-14,,0.0,93756000.0,0.0,0.0,0.0,0.0,0.0,0.0,2412000.0,96168000.0,2671732665.7311597,0.005378317435949045,-5.300559124585946e-05
2022-06-15,,1206000.0,604000.0,0.0,-2290000.0,0.0,0.0,0.0,0.0,0.0,-480000.0,2561742095.9148684,-2.5344763399372305e-05,0.005378317435949045
2022-06-16,,2360000.0,0.0,5850000.0,0.0,0.0,87750000.0,-578000.0,0.0,0.0,95382000.0,2809210807.1190906,0.00479898608885208,-2.5344763399372305e-05
2022-06-17,,0.0,0.0,0.0,0.0,1791000.0,0.0,-1170000.0,0.0,-601000.0,20000.0,4277702754.536394,8.479035690923379e-07,0.00479898608885208
2022-06-20,,598000.0,5990000.0,-1192000.0,0.0,0.0,0.0,0.0,0.0,9030000.0,14426000.0,2143946548.058875,0.0009433937412547333,8.479035690923379e-07
2022-06-21,,3642000.0,0.0,605000.0,0.0,0.0,0.0,-1192000.0,868000.0,3060000.0,6983000.0,1951743089.086709,0.00045814638121453546,0.0009433937412547333
2022-06-22,,0.0,2965000.0,0.0,0.0,0.0,25413000.0,0.0,0.0,0.0,28378000.0,2134303816.5822814,0.0018183516803659445,0.00045814638121453546
2022-06-23,,3015000.0,3015000.0,15000000.0,0.0,0.0,99165000.0,0.0,-1722000.0,3030000.0,121503000.0,2155358308.655551,0.007962763584032502,0.0018183516803659445
2022-06-24,,6230000.0,0.0,0.0,-587000.0,0.0,0.0,0.0,0.0,0.0,5643000.0,2759518730.766246,0.0002786107041638952,0.007962763584032502
2022-06-27,,1296000.0,0.0,6450000.0,-609000.0,0.0,86430000.0,0.0,0.0,0.0,93567000.0,4871337382.597221,0.0029009012861253253,0.0002786107041638952
2022-06-28,,656000.0,0.0,21516000.0,0.0,0.0,78480000.0,0.0,0.0,13160000.0,113812000.0,4006395408.225499,0.004513950655451864,0.0029009012861253253
2022-06-29,,13882000.0,0.0,150570000.0,0.0,0.0,245700000.0,0.0,0.0,12680000.0,422832000.0,2924080275.4350414,0.017410862068375277,0.004513950655451864
2022-06-30,,37560000.0,6250000.0,54114000.0,-30.862000000000002,0.0,8099000.0,0.0,904000.0,12560000.0,119486969.138,2597560098.000445,0.006203934967086542,0.017410862068375277
2022-07-04,,0.0,0.0,58218000.0,596500.0,0.0,0.0,0.0,1804000.0,0.0,60618500.0,2402128708.8473396,0.0036614427356336156,0.006203934967086542
2022-07-05,,12560000.0,6290000.0,45072000.0,0.0,0.0,0.0,1854000.0,0.0,12600000.0,78376000.0,1892793902.0731387,0.0050823523141469845,0.0036614427356336156
2022-07-06,,18330000.0,18360000.0,51156000.0,6369000.0,0.0,164700000.0,0.0,0.0,12300000.0,271215000.0,2173331547.637373,0.016167897881784837,0.0050823523141469845
2022-07-07,,10421000.0,6140000.0,0.0,0.0,3070000.0,6110000.0,0.0,0.0,12300000.0,38041000.0,1809641345.6907654,0.002693253976891227,0.016167897881784837
2022-07-08,,4928000.0,0.0,0.0,0.0,0.0,0.0,3035000.0,0.0,12400000.0,20363000.0,1880703956.0190747,0.0015499310420312455,0.002693253976891227
2022-07-11,,1184000.0,0.0,0.0,0.0,1190000.0,0.0,0.0,0.0,11920000.0,14294000.0,2182343771.2566695,0.001102583788017071,0.0015499310420312455
2022-07-12,,10548000.0,1761000.0,164406000.0,1109000.0,2940000.0,0.0,0.0,0.0,11800000.0,192564000.0,1890810837.887646,0.014646393632147117,0.001102583788017071
2022-07-13,,1773000.0,0.0,0.0,0.0,2960000.0,588000.0,0.0,0.0,2970000.0,8291000.0,1529390486.1009524,0.0006568231315774484,0.014646393632147117
2022-07-14,,1184000.0,0.0,0.0,2244000.0,0.0,0.0,0.0,0.0,2980000.0,6408000.0,1513822182.2502985,0.0005563644430470934,0.0006568231315774484
2022-07-15,,4608000.0,0.0,44772000.0,3270000.0000000005,11540000.0,0.0,0.0,0.0,0.0,64190000.0,1921739442.5961251,0.005620458599272474,0.0005563644430470934
2022-07-18,,12432000.0,2965000.0,0.0,21801000.000000004,0.0,0.0,8760000.0,2562000.0,2975000.0,51495000.0,1989756305.9404845,0.0036878030752645176,0.005620458599272474
2022-07-19,,2920000.0,1758000.0,17490000.0,9918000.0,2925000.0,0.0,0.0,3372000.0,0.0,38383000.0,1205711769.7497625,0.004879420906911008,0.0036878030752645176
2022-07-20,,7722000.0,1788000.0,0.0,-5595000.0,0.0,0.0,0.0,0.0,2985000.0,6900000.0,1545641210.9497867,0.0006649101504845066,0.004879420906911008
2022-07-21,,593000.0,1190000.0,0.0,-7826000.000000001,0.0,0.0,0.0,0.0,0.0,-6043000.000000001,1755713055.1614208,-0.000516600446632573,0.0006649101504845066
2022-07-22,,1788000.0,0.0,0.0,-11190000.0,5980000.0,0.0,0.0,0.0,0.0,-3422000.0,1254942996.7215784,-0.000355322963517643,-0.000516600446632573
2022-07-25,,0.0,0.0,64239999.99999999,0.0,14675000.0,12848000.0,0.0,0.0,0.0,91763000.0,1410809524.4769208,0.008925392306699071,-0.000355322963517643
2022-07-26,,0.0,2380000.0,0.0,0.0,0.0,0.0,0.0,0.0,4200000.0,6580000.0,1461854145.828084,0.0006434621451229376,0.008925392306699071
2022-07-27,,0.0,0.0,0.0,0.0,2935000.0,0.0,0.0,0.0,0.0,2935000.0,1432234325.6910634,0.0003699325780148682,0.0006434621451229376
2022-07-28,,587000.0,0.0,0.0,-551000.0,0.0,0.0,0.0,0.0,0.0,36000.0,1439438040.6578228,2.8637861531829643e-06,0.0003699325780148682
2022-07-29,,5600000.000000001,31304000.000000004,108780000.00000001,-523499.99999999994,13416000.000000002,11120000.000000002,0.0,8040000.000000001,0.0,177736500.00000003,2883734883.9588695,0.012068435732550403,2.8637861531829643e-06
2022-08-01,,46563000.00000001,5620000.000000001,0.0,0.0,2248000.0,0.0,0.0,0.0,5649999.999999999,60081000.00000001,2211518747.8909807,0.005077953744899967,0.012068435732550403
2022-08-02,,3252000.0,10900000.0,0.0,0.0,35295000.0,10840000.0,2680000.0,0.0,0.0,62967000.0,2352236111.8930173,0.004986581905573565,0.005077953744899967
2022-08-03,,7658000.000000001,5500000.0,0.0,0.0,2196000.0,5470000.0,0.0,0.0,33120000.000000004,53944000.0,1664622316.4298627,0.004766558640566425,0.004986581905573565
2022-08-04,,565000.0,0.0,0.0,-530500.0,2264000.0,0.0,0.0,-4884000.0,0.0,-2585500.0,1581075787.6625645,-0.00022619121381960952,0.004766558640566425
2022-08-05,,1709999.9999999998,1144000.0,0.0,0.0,2280000.0,0.0,0.0,0.0,0.0,5134000.0,1329401791.2198367,0.0005089789624420396,-0.00022619121381960952
2022-08-08,,0.0,0.0,0.0,0.0,2248000.0,2810000.0000000005,0.0,0.0,0.0,5058000.0,1231423103.8211296,0.0005830400474637903,0.0005089789624420396
2022-08-09,,0.0,5590000.000000001,11100000.000000002,0.0,7826000.000000001,5560000.000000001,0.0,0.0,0.0,30076000.000000004,1248133239.896756,0.0037334794227576627,0.0005830400474637903
2022-08-10,,0.0,21520000.0,83080000.0,0.0,4304000.0,21480000.0,2650000.0,3890000.0,0.0,136924000.0,1405409188.6652195,0.014065768185496583,0.0037334794227576627
2022-08-11,,5560000.000000001,6696000.000000001,0.0,0.0,2228000.0,9452000.0,0.0,0.0,0.0,23936000.0,1496046732.969947,0.002238735752786127,0.014065768185496583
2022-08-12,,2244000.0,0.0,0.0,0.0,2252000.0,0.0,0.0,0.0,0.0,4496000.0,1088841034.7456357,0.0005391518117803767,0.002238735752786127
2022-08-15,,1683000.0000000002,0.0,0.0,0.0,2252000.0,0.0,0.0,0.0,0.0,3935000.0,940103551.5583142,0.000527289438750416,0.0005391518117803767
2022-08-16,,0.0,0.0,27350000.000000004,0.0,4392000.0,0.0,0.0,794000.0,0.0,32536000.000000004,2091236273.7963836,0.0032145838890887744,0.000527289438750416
2022-08-17,,0.0,2770000.0000000005,0.0,0.0,4424000.0,0.0,0.0,0.0,0.0,7194000.0,1449508374.6609478,0.0009188620771444286,0.0032145838890887744
2022-08-18,,0.0,0.0,0.0,0.0,4368000.0,0.0,0.0,792000.0,0.0,5160000.0,1688846484.142947,0.0005743020552509628,0.0009188620771444286
2022-08-19,,546000.0,0.0,0.0,0.0,4368000.0,0.0,0.0,0.0,0.0,4914000.0,1513979238.72977,0.0005401964696277527,0.0005743020552509628
2022-08-22,,0.0,0.0,0.0,0.0,8736000.0,0.0,0.0,0.0,0.0,8736000.0,1338739904.5308359,0.0007696660796199478,0.0005401964696277527
2022-08-23,,0.0,0.0,0.0,0.0,8672000.0,0.0,0.0,0.0,0.0,8672000.0,1243874093.2671497,0.0008957925139162375,0.0007696660796199478
2022-08-24,,0.0,0.0,529000.0,0.0,4248000.0,0.0,0.0,3080000.0,0.0,7857000.0,1649260996.6732078,0.0006038483171925614,0.0008957925139162375
2022-08-25,,14904000.000000002,4440000.0,0.0,0.0,0.0,0.0,0.0,0.0,4448000.0,23792000.0,2027138163.6218133,0.001998058773581999,0.0006038483171925614
2022-08-26,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2070336414.720002,0.0,0.001998058773581999
2022-08-29,,2248000.0,0.0,0.0,6336000.0,4504000.0,562000.0,0.0,0.0,0.0,13650000.0,1803168228.0722978,0.0014265760376437019,0.0
2022-08-30,,0.0,3342000.0000000005,553000.0,0.0,2224000.0,0.0,0.0,0.0,4480000.0,10599000.0,1598899316.4632566,0.0008197295477461496,0.0014265760376437019
2022-08-31,,0.0,0.0,0.0,0.0,2260000.0,0.0,0.0,0.0,2280000.0,4540000.0,2971005740.9357376,0.00026158471374369363,0.0008197295477461496
2022-09-01,,553000.0,0.0,0.0,1038000.0,4432000.0,0.0,0.0,0.0,4456000.0,10479000.0,1894760338.8127654,0.0008519005952410242,0.00026158471374369363
2022-09-02,,0.0,0.0,0.0,0.0,8784000.0,0.0,0.0,0.0,4416000.0,13200000.0,2074787296.6785607,0.0006021818186712646,0.0008519005952410242
2022-09-05,,1080000.0,0.0,1617000.0,3042000.0,4328000.0,0.0,0.0,0.0,8704000.0,18771000.0,1532687950.6410725,0.0014362786447181912,0.0006021818186712646
2022-09-06,,0.0,3801000.0000000005,0.0,13689000.0,8672000.0,540000.0,0.0,0.0,4360000.0,31062000.0,1080375101.2994304,0.003655922790416043,0.0014362786447181912
2022-09-07,,2140000.0,3234000.0,48685000.0,1501499.9999999998,8576000.0,1072000.0,-529000.0,0.0,8608000.0,73287500.0,1195731249.3614683,0.006957410349581428,0.003655922790416043
2022-09-08,,20709000.0,0.0,9540000.0,0.0,4248000.0,0.0,-524000.0,0.0,9078000.0,43051000.0,1313530527.213006,0.004240138965369048,0.006957410349581428
2022-09-09,,2705000.0,4896000.0,1080000.0,2020000.0,4328000.0,0.0,0.0,0.0,4360000.0,19389000.0,1333882364.6991003,0.001864793722793157,0.004240138965369048
2022-09-13,-94619980.08,2160000.0,5973000.0,539000.0,0.0,4312000.0,0.0,0.0,0.0,4352000.0,-77283980.08,1356774255.3450434,-0.007259631233094644,0.001864793722793157
2022-09-14,-6797000.0,529000.0,0.0,18972000.0,11784000.0,4216000.0,6851000.0,0.0,0.0,4248000.0,39803000.0,1347716288.6342137,0.003953346667324136,-0.007259631233094644
2022-09-15,-972000.0,5270000.0,6890000.0,16832000.0,9810000.0,4208000.0,0.0,0.0,0.0,4232000.0,46270000.0,965501560.2126085,0.005445538073633109,0.003953346667324136
2022-09-16,-1914000.0,4689000.0,0.0,65394000.0,37037000.0,4152000.0,23355000.0,0.0,-1510000.0,4176000.0,135379000.0,1826172666.6543806,0.008748126022438796,0.005445538073633109
2022-09-19,-1882000.0,4056000.0,0.0,80800000.0,0.0,4040000.0,43095000.0,0.0,0.0,4072000.0,134181000.0,1462602237.1795824,0.011463505147721037,0.008748126022438796
2022-09-20,-12519000.0,5170000.0,7266000.0,10320000.0,0.0,0.0,49115000.0,0.0,0.0,4160000.0,63512000.0,1164732740.9519126,0.006456911059853187,0.011463505147721037
2022-09-21,-1878000.0,3042000.0,6617000.0,11110000.0,9310000.0,4040000.0,82820000.0,0.0,0.0,0.0,115061000.0,1217038025.4277503,0.01168845257324436,0.006456911059853187
2022-09-22,0.0,17290000.0,28329000.0,117572000.0,908000.0,3458000.0,292636000.0,0.0,0.0,10890000.0,471083000.0,1332204962.976335,0.04487501136896668,0.01168845257324436
2022-09-23,-910000.0,18130000.0,7888000.0,80685000.0,-449000.0,7335000.0,138308000.0,3402000.0,0.0,14700000.0,269089000.0,1267606675.7452002,0.025844485671350153,0.04487501136896668
2022-09-26,0.0,12818000.0,2490000.0,0.0,2262500.0,7410000.0,30256000.0,490000.0,0.0,3952000.0,59678500.0,1567368432.4483538,0.005401870335866125,0.025844485671350153
2022-09-27,-8379000.0,4980000.0,0.0,19960000.0,0.0,0.0,-31744000.0,0.0,0.0,0.0,-15183000.0,1517886994.1359906,-0.0015058507776634959,0.005401870335866125
